cds_code,status,charter,ed_type,level,pb_prv_bie,school,district,county,street,city,state,stacked,stack_cnt,grades_offered,grades_served,pounds_13d_intersection
15637686010037,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Semitropic Elementary,Semitropic Elementary,Kern,25300 Highway 46,Wasco,CA,No,1,K-8,K-8,122686.10559586347
50711750121129,Active,No,Traditional,High School,Public,Joseph A. Gregori High,Modesto City High,Stanislaus,3701 Pirrone Road,Modesto,CA,No,1,9-12,9-12,113795.74880760054
42693100102285,Active,No,Traditional,High School,Public,Pioneer Valley High,Santa Maria Joint Union High,Santa Barbara,675 Panther Drive,Santa Maria,CA,No,1,9-12,9-12,110614.00068366433
42691206045272,Active,No,Traditional,Elementary,Public,Bonita Elementary,Santa Maria-Bonita,Santa Barbara,2715 West Main Street,Santa Maria,CA,No,1,K-6,K-6,108775.4747643152
24753666025407,Active,No,Traditional,Elementary,Public,El Capitan Elementary,Delhi Unified,Merced,10115 Fifth Street,Delhi,CA,No,1,K-6,K-6,107843.97813487785
44697996108138,Active,No,Traditional,Elementary,Public,Ohlone Elementary,Pajaro Valley Unified,Monterey,21 Bay Farms Road,Watsonville,CA,No,1,K-5,K-5,105433.42844943445
56725616055511,Active,No,Traditional,Elementary,Public,Rio Plaza Elementary,Rio Elementary,Ventura,600 Simon Way,Oxnard,CA,No,1,K-5,K-5,105216.70916980406
56725386055370,Active,No,Traditional,Elementary,Public,Rose Avenue Elementary,Oxnard,Ventura,220 South Driskill Street,Oxnard,CA,No,1,K-5,K-5,102057.47722014648
27661916026660,Active,No,Traditional,Elementary,Public,Santa Rita Elementary,Santa Rita Union Elementary,Monterey,2014 South Santa Rita Street,Salinas,CA,No,1,K-5,K-5,100382.5161834025
52715636053557,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Lassen View Elementary,Lassen View Union Elementary,Tehama,10818 Highway 99-E,Los Molinos,CA,No,1,K-8,K-8,99136.31529668262
44697996049753,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Pajaro Middle,Pajaro Valley Unified,Monterey,250 Salinas Road,Watsonville,CA,No,1,6-8,6-8,98640.89384954511
56725120118265,Active,No,Traditional,Elementary,Public,Ocean View Early Education,Ocean View,Ventura,4600 Olds Road,Oxnard,CA,Yes,3,P,K,96578.1312784069
56725126055172,Active,No,Traditional,Elementary,Public,Mar Vista Elementary,Ocean View,Ventura,2382 Etting Road,Oxnard,CA,Yes,3,K-5,K-5,96578.1312784069
56725126084891,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Ocean View Junior High,Ocean View,Ventura,4300 Olds Road,Oxnard,CA,Yes,3,6-8,6-8,96578.1312784069
24102496068498,Active,No,Special Education School,Elementary - High Combination,Public,Floyd A. Schelby,Merced County Office of Education,Merced,6738 North Sultana Drive,Livingston,CA,No,1,P-12,K-12,93588.58197962995
24102492430171,Active,No,County Community School,Intermediate/Middle/Junior High - High Combination,Public,Valley Atwater Community,Merced County Office of Education,Merced,1800 Matthew Avenue,Atwater,CA,No,1,6-12,7-12,93109.62221278899
39686506109284,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Colony Oak Elementary,Ripon Unified,San Joaquin,22241 South Murphy Road,Ripon,CA,No,1,K-8,K-8,92383.85177837976
50710926052542,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Hart-Ransom Elementary,Hart-Ransom Union Elementary,Stanislaus,3930 Shoemake Avenue,Modesto,CA,No,1,K-8,K-8,91388.36947917985
24737266025803,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Washington Elementary,Merced River Union Elementary,Merced,4402 West Oakdale Road,Winton,CA,No,1,P-8,K-8,91234.73392180684
39685770118307,Active,No,Continuation School,High School,Public,Pride Continuation,Linden Unified,San Joaquin,100 North Jack Tone Road,Stockton,CA,No,1,9-12,10-12,90082.75103402422
27661592730166,Active,No,Traditional,High School,Public,Everett Alvarez High,Salinas Union High,Monterey,1900 Independence Boulevard,Salinas,CA,No,1,9-12,9-12,88580.29203422353
50736016025712,Active,No,Traditional,Elementary,Public,Bonita Elementary,Newman-Crows Landing Unified,Stanislaus,425 Fink Road,Crows Landing,CA,No,1,K-5,K-5,86559.37195443005
50712660124768,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Great Valley Academy - Salida,Salida Union Elementary,Stanislaus,5901 Sisk Road,Modesto,CA,No,1,K-8,K-8,85678.89358298756
40687590110486,Active,No,Traditional,Elementary,Public,Lange (Dorothea) Elementary,Lucia Mar Unified,San Luis Obispo,1661 Via Alta Mesa,Nipomo,CA,No,1,K-6,K-6,84773.49792229076
24753660131862,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Delhi Middle,Delhi Unified,Merced,16881 West Schendel Avenue,Delhi,CA,Yes,2,7-8,7-8,80981.12009964985
24753662430114,Active,No,Traditional,High School,Public,Delhi High,Delhi Unified,Merced,16881 West Schendel Avenue,Delhi,CA,Yes,2,9-12,9-12,80981.12009964985
39686500108035,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Park View Elementary,Ripon Unified,San Joaquin,751 Cindy Drive,Ripon,CA,No,1,K-8,K-8,79742.61706910377
50757395036884,Active,No,Continuation School,High School,Public,Roselawn High,Turlock Unified,Stanislaus,312 South Roselawn,Turlock,CA,No,1,9-12,11-12,79500.22074302769
50712826053078,Active,No,Traditional,Elementary,Public,Stanislaus Elementary,Stanislaus Union Elementary,Stanislaus,1931 Kiernan Avenue,Modesto,CA,No,1,K-6,K-6,78566.81486719215
56725610112631,Active,No,Traditional,Elementary,Public,Rio Del Mar,Rio Elementary,Ventura,3150 Thames River,Oxnard,CA,No,1,K-5,K-5,76531.29428075781
50710436052468,Active,No,Traditional,Elementary,Public,Westport Elementary,Ceres Unified,Stanislaus,5218 South Carpenter,Modesto,CA,No,1,K-6,K-6,75780.82691681475
54722236054449,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Traver Elementary,Traver Joint Elementary,Tulare,36736 Canal Drive,Traver,CA,No,1,K-8,K-8,71039.97534743241
50711346119002,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Barbara Spratling Middle,Keyes Union,Stanislaus,5277 Washington Road,Hughson,CA,No,1,6-8,6-8,70145.33490587109
24656316113161,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Peggy Heller Elementary,Atwater Elementary,Merced,201 Lake View Drive,Atwater,CA,No,1,K-8,K-8,69285.59220272211
10739656005789,Active,No,Traditional,Elementary,Public,Biola-Pershing Elementary,Central Unified,Fresno,4885 North Biola Avenue,Fresno,CA,No,1,K-6,K-6,69275.73375179394
27659610127456,Active,No,Traditional,Elementary,Public,Monte Bella Elementary,Alisal Union,Monterey,1300 Tuscany Boulevard,Salinas,CA,No,1,K-6,K-6,68716.5208131183
56725380119412,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Juan Lagunas Soria Elementary,Oxnard,Ventura,3101 Dunkirk Drive,Oxnard,CA,No,1,K-8,K-8,68235.23571785704
24753666025415,Active,No,Traditional,Elementary,Public,Schendel Elementary,Delhi Unified,Merced,16114 Schendel Avenue,Delhi,CA,No,1,P-6,K-6,67413.02407874957
44697996117253,Active,No,Traditional,Elementary,Public,Ann Soldo Elementary,Pajaro Valley Unified,Santa Cruz,1140 Menasco Drive,Watsonville,CA,No,1,K-5,K-5,67233.3719063672
37684520118430,Active,No,Alternative School of Choice,High School,Public,Mission Vista High,Vista Unified,San Diego,1306 Melrose Drive,Oceanside,CA,No,1,9-12,9-12,66790.5528980466
51714230132977,Active,Yes,Traditional,Elementary - High Combination,Public,Sutter Peak Charter Academy,Nuestro Elementary,Sutter,3934 Broadway Road,Live Oak,CA,Yes,2,K-12,K-12,66628.23030794684
51714236053318,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Nuestro Elementary,Nuestro Elementary,Sutter,3934 Broadway Road,Live Oak,CA,Yes,2,K-8,K-8,66628.23030794684
33736766032361,Active,No,Traditional,Elementary,Public,Oasis Elementary,Coachella Valley Unified,Riverside,88175 74th Avenue,Thermal,CA,No,1,K-6,K-6,65074.41335056259
24657636025589,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,McSwain Elementary,McSwain Union Elementary,Merced,922 Scott Road,Merced,CA,No,1,K-8,K-8,62706.338047553894
56725465634548,Active,No,Traditional,High School,Public,Oxnard High,Oxnard Union High,Ventura,3400 West Gonzales Road,Oxnard,CA,No,1,9-12,9-12,61691.31371363361
50710430129106,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Patricia Kay Beaver Elementary,Ceres Unified,Stanislaus,4927 Central Avenue,Ceres,CA,No,1,K-8,K-8,61240.00038922776
24656496025381,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Ballico-Cressey Community Charter,Ballico-Cressey Elementary,Merced,11818 Gregg Street,Ballico,CA,No,1,1-8,1-8,61022.2887556933
27659616109466,Active,No,Traditional,Elementary,Public,John E. Steinbeck Elementary,Alisal Union,Monterey,1714 Burlington Drive,Salinas,CA,No,1,K-6,K-6,60661.82673892034
10624306007322,Active,No,Traditional,Elementary,Public,Terry Elementary,Selma Unified,Fresno,12906 South Fowler Avenue,Selma,CA,No,1,K-6,K-6,60503.0894548932
40687596043012,Active,No,Traditional,Elementary,Public,Branch Elementary,Lucia Mar Unified,San Luis Obispo,970 School Road,Arroyo Grande,CA,No,1,K-6,K-6,60077.64263800182
39685026041834,Active,No,Traditional,Elementary,Public,Van Allen Elementary,Escalon Unified,San Joaquin,21051 East Highway 120,Escalon,CA,No,1,K-5,K-5,59966.029367026844
10622656006837,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Riverview Elementary,Kings Canyon Joint Unified,Fresno,8662 South Lac Jac Avenue,Parlier,CA,No,1,K-8,K-8,59419.56524791445
24656982430080,Active,No,Continuation School,High School,Public,Irwin High (Continuation),Hilmar Unified,Merced,20384 Geer Avenue,Hilmar,CA,Yes,5,9-12,10-12,59259.07759883967
24656982430106,Active,No,Alternative School of Choice,High School,Public,Colony Basic Skills Alternative High,Hilmar Unified,Merced,20384 Geer Avenue,Hilmar,CA,Yes,5,9-12,11-12,59259.07759883967
24656982432409,Active,No,Traditional,High School,Public,Hilmar High,Hilmar Unified,Merced,7807 North Lander Avenue,Hilmar,CA,Yes,5,9-12,9-12,59259.07759883967
24656986025464,Active,No,Traditional,Elementary,Public,Elim Elementary,Hilmar Unified,Merced,7677 North Lander Avenue,Hilmar,CA,Yes,5,K-5,K-5,59259.07759883967
24656986109458,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Hilmar Middle,Hilmar Unified,Merced,7528 North Scholar Way,Hilmar,CA,Yes,5,6-8,6-8,59259.07759883967
15636106009732,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Maple Elementary,Maple Elementary,Kern,29161 Fresno Avenue,Shafter,CA,No,1,K-8,K-8,57596.607323145785
10623806007074,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Raisin City Elementary,Raisin City Elementary,Fresno,6425 West Bowles Avenue,Raisin City,CA,No,1,K-8,K-8,57395.990021461854
39685933935111,Active,No,Continuation School,High School,Public,Calla High,Manteca Unified,San Joaquin,130 South Austin Road,Manteca,CA,No,1,9-12,11-12,56636.29111991227
56725616055495,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Rio del Valle Middle,Rio Elementary,Ventura,3100 Rose Avenue,Oxnard,CA,No,1,6-8,6-8,55730.65272104428
24658700111294,Active,No,Traditional,Elementary,Public,Winfield Elementary,Winton,Merced,6981 Chestnut Lane,Winton,CA,No,1,K-5,K-5,55288.50137975833
56725460136804,Active,No,Alternative School of Choice,Intermediate/Middle/Junior High,Public,Oxnard Middle College High,Oxnard Union High,Ventura,4000 South Rose Avenue,Oxnard,CA,No,1,9-12,9-10,54900.2113220524
20652430123620,Active,No,Continuation School,High School,Public,Mountain Vista High,Madera Unified,Madera,1901 Clinton Avenue,Madera,CA,Yes,2,10-12,9-12,54527.734932097585
20652430129544,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Eastin Arcola,Madera Unified,Madera,29551 Avenue 8,Madera,CA,Yes,2,K-8,K-8,54527.734932097585
50757396053193,Active,No,Traditional,Elementary,Public,Wakefield Elementary,Turlock Unified,Stanislaus,400 South Avenue,Turlock,CA,No,1,K-6,K-7,54488.70684390849
24656310126771,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Bellevue Senior Elementary,Atwater Elementary,Merced,1020 East Bellevue Road,Atwater,CA,Yes,2,7-8,7-8,54262.192813308015
24656316025324,Active,No,Traditional,Elementary,Public,Bellevue Elementary,Atwater Elementary,Merced,1020 East Bellevue Road,Atwater,CA,Yes,2,K-6,K-6,54262.192813308015
27659616025985,Active,No,Traditional,Elementary,Public,Bardin Elementary,Alisal Union,Monterey,425 Bardin Road,Salinas,CA,No,1,K-6,K-6,54199.36515966085
50710506052492,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Mountain View Middle,Chatom Union,Stanislaus,10001 Crows Landing Road,Turlock,CA,No,1,6-8,6-8,54141.226703892695
39685776041990,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Waterloo Elementary,Linden Unified,San Joaquin,7007 North Pezzi Road,Stockton,CA,No,1,5-8,5-8,54055.717510940725
56725126055180,Active,No,Traditional,Elementary,Public,Tierra Vista Elementary,Ocean View,Ventura,2001 Sanford Street,Oxnard,CA,No,1,K-5,K-5,53494.13777556606
56725386110738,Active,No,Traditional,Elementary,Public,Emilie Ritchen Elementary,Oxnard,Ventura,2200 Cabrillo Way,Oxnard,CA,No,1,K-5,K-5,53434.23311845503
42691200139824,Active,No,Traditional,Elementary,Public,Bill Libbon Elementary,Santa Maria-Bonita,Santa Barbara,750 Meehan Street,Santa Maria,CA,No,1,K-6,No Data,53168.25988613719
56725610113977,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Rio Vista Middle,Rio Elementary,Ventura,3050 Thames River Drive,Oxnard,CA,No,1,6-8,6-8,52962.057990090936
39685936042360,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,New Haven Elementary,Manteca Unified,San Joaquin,14600 South Austin Road,Manteca,CA,No,1,K-8,K-8,52903.375376678385
42691200102863,Active,No,Traditional,Elementary,Public,Liberty Elementary,Santa Maria-Bonita,Santa Barbara,1300 West Sonya Lane,Santa Maria,CA,No,1,K-6,K-6,52793.52223439517
24658706025837,Active,No,Traditional,Elementary,Public,Sybil N. Crookham Elementary,Winton,Merced,7160 West Walnut Avenue,Winton,CA,No,1,K-5,K-5,52652.534677369695
27659616115232,Active,No,Traditional,Elementary,Public,Creekside Elementary,Alisal Union,Monterey,1770 Kittery Street,Salinas,CA,No,1,K-6,K-6,51792.267791047045
42691126045264,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Benjamin Foxen Elementary,Blochman Union Elementary,Santa Barbara,4949 Foxen Canyon Road,Santa Maria,CA,No,1,K-8,K-8,51665.06296869712
44697994437901,Active,No,Traditional,High School,Public,Watsonville High,Pajaro Valley Unified,Santa Cruz,250 East Beach Street,Watsonville,CA,No,1,9-12,9-12,51434.094304116676
44697996112841,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Lakeview Middle,Pajaro Valley Unified,Santa Cruz,2350 East Lake Avenue,Watsonville,CA,No,1,6-8,6-8,51044.74325775135
10767786005748,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,American Union Elementary,Washington Unified,Fresno,2801 West Adams Avenue,Fresno,CA,No,1,K-8,K-8,50992.13691158539
24658706109425,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Winton Middle,Winton,Merced,6300 North Cypress Avenue,Winton,CA,No,1,6-8,6-8,50582.97709404521
50755490116848,Active,No,Community Day School,Intermediate/Middle/Junior High,Public,Valley Community Day,Hughson Unified,Stanislaus,7419 East Whitmore,Hughson,CA,Yes,2,8-12,9-10,50580.34607064171
50755495032651,Active,No,Traditional,High School,Public,Hughson High,Hughson Unified,Stanislaus,7419 East Whitmore Avenue,Hughson,CA,Yes,2,9-12,9-12,50580.34607064171
10623640126870,Active,No,Continuation School,High School,Public,San Joaquin Valley High,Parlier Unified,Fresno,900 Newmark Avenue,Parlier,CA,Yes,3,9-12,9-12,50432.25203915061
10623641034990,Active,No,Traditional,High School,Public,Parlier High,Parlier Unified,Fresno,603 Third Street,Parlier,CA,Yes,3,9-12,9-12,50432.25203915061
10623646007033,Active,No,Traditional,Elementary,Public,Mathew J Brletic Elementary,Parlier Unified,Fresno,601 Third Street,Parlier,CA,Yes,3,K-6,K-6,50432.25203915061
50755496052575,Active,No,Traditional,Elementary,Public,Hughson Elementary,Hughson Unified,Stanislaus,7201 East Whitmore Avenue,Hughson,CA,No,1,K-3,K-3,49744.11408722703
27738252730125,Active,No,Alternative School of Choice,Elementary - High Combination,Public,North Monterey County Center for Independent Study,North Monterey County Unified,Monterey,17500 Pesante Road,Salinas,CA,Yes,2,K-12,K-12,49645.50393546437
27738252730141,Active,No,Continuation School,High School,Public,Central Bay High (Continuation),North Monterey County Unified,Monterey,17500 Pesante Road,Salinas,CA,Yes,2,9-12,10-12,49645.50393546437
24658706025829,Active,No,Traditional,Elementary,Public,Frank Sparkes Elementary,Winton,Merced,7265 West Almond Avenue,Winton,CA,No,1,K-5,K-5,49108.99846762506
54721736054399,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Sundale Elementary,Sundale Union Elementary,Tulare,13990 Avenue 240,Tulare,CA,No,1,K-8,K-8,48031.97250362861
24657892433605,Active,No,Traditional,High School,Public,Livingston High,Merced Union High,Merced,1617 Main Street,Livingston,CA,No,1,9-12,9-12,47475.357649061116
24657892430601,Active,No,Traditional,High School,Public,Atwater High,Merced Union High,Merced,2201 Fruitland Avenue,Atwater,CA,No,1,9-12,9-12,47015.99715238352
44697996049712,Active,No,Traditional,Elementary,Public,Hall District Elementary,Pajaro Valley Unified,Monterey,300 Sill Road,Watsonville,CA,No,1,K-5,K-5,46614.527154851596
20652430131086,Active,No,Community Day School,Intermediate/Middle/Junior High - High Combination,Public,Ripperdan Community Day,Madera Unified,Madera,26133 Avenue 7,Madera,CA,No,1,7-12,8-12,45806.195467028636
20652436024012,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,La Vina Elementary,Madera Unified,Madera,8594 Road 23,Madera,CA,No,1,K-8,K-8,45515.81736793868
52715716053581,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Vina Elementary,Los Molinos Unified,Tehama,7th and D Streets,Vina,CA,No,1,1-8,1-8,44830.86355423072
39685850125369,Active,No,Special Education School,Elementary - Intermediate/Middle/Junior High Combination,Public,Turner Academy at Tokay Colony,Lodi Unified,San Joaquin,13520 East Live Oak Road,Lodi,CA,No,1,K-8,K-8,44625.047090932865
50755490101030,Active,No,Traditional,Elementary,Public,Fox Road Elementary,Hughson Unified,Stanislaus,7600 Fox Road,Hughson,CA,Yes,2,4-5,4-5,44611.40820057455
50755496052567,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Emilie J. Ross Middle,Hughson Unified,Stanislaus,7448 Fox Road,Hughson,CA,Yes,2,6-8,6-8,44611.40820057455
24753660105817,Active,No,Traditional,Elementary,Public,Harmony Elementary,Delhi Unified,Merced,16464 West August Avenue,Delhi,CA,No,1,K-6,K-6,44558.525066633316
27660766026140,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Lagunita Elementary,Lagunita Elementary,Monterey,975 San Juan Grade Road,Salinas,CA,No,1,K-8,K-8,44197.86739769178
50712090112383,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Paradise Charter,Paradise Elementary,Stanislaus,3361 California Avenue,Modesto,CA,Yes,2,K-8,K-8,43391.83794785833
50712096052914,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Paradise Elementary,Paradise Elementary,Stanislaus,3361 California Avenue,Modesto,CA,Yes,2,K-8,K-8,43391.83794785833
50755495032669,Active,No,Continuation School,High School,Public,Dickens (Billy Joe) High (Continuation),Hughson Unified,Stanislaus,6937 Fox Road,Hughson,CA,No,1,9-12,10-12,42903.18353725433
10623646007041,Active,No,Traditional,Elementary,Public,John C Martinez Elementary,Parlier Unified,Fresno,13174 East Parlier Avenue,Parlier,CA,No,1,K-6,K-6,42751.6882108861
44697996049803,Active,No,Traditional,Elementary,Public,T. S. MacQuiddy Elementary,Pajaro Valley Unified,Santa Cruz,330 Martinelli Street,Watsonville,CA,No,1,K-5,K-5,42540.328425227366
42691206046049,Active,No,Traditional,Elementary,Public,Oakley (Calvin C.) Elementary,Santa Maria-Bonita,Santa Barbara,1120 West Harding Street,Santa Maria,CA,No,1,K-6,K-6,42441.15856054236
27738256026421,Active,No,Traditional,Intermediate/Middle/Junior High,Public,North Monterey County Middle,North Monterey County Unified,Monterey,10301 Seymour Street,Castroville,CA,No,1,7-8,7-8,42386.68138657755
34322765637780,Active,No,Youth Authority School,High School,Public,Mary B. Perry High,California Education Authority (CEA) Headquarters,Ventura,3100 Wright Road,Camarillo,CA,No,1,9-12,9-12,41786.23607076646
24656496025399,Active,No,Traditional,Elementary,Public,Cressey Elementary,Ballico-Cressey Elementary,Merced,9921 Crocker Street,Cressey,CA,No,1,K,K,41466.396431491936
44697994437794,Active,No,Continuation School,High School,Public,Renaissance High Continuation,Pajaro Valley Unified,Santa Cruz,11 Spring Valley Road,La Selva Beach,CA,No,1,9-12,10-12,41255.58407110452
24657892430205,Active,No,Traditional,High School,Public,Buhach Colony High,Merced Union High,Merced,1800 Buhach Road,Atwater,CA,No,1,9-12,9-12,41124.878572609
54719696054126,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Kings River Elementary,Kings River Union Elementary,Tulare,3961 Avenue 400,Kingsburg,CA,No,1,K-8,K-8,41045.342409264646
27661426066963,Active,No,Traditional,Elementary,Public,University Park Elementary,Salinas City Elementary,Monterey,833 West Acacia Street,Salinas,CA,No,1,K-6,K-6,40595.3866738242
42693104234613,Active,No,Traditional,High School,Public,Ernest Righetti High,Santa Maria Joint Union High,Santa Barbara,941 East Foster Road,Santa Maria,CA,No,1,9-12,9-12,40528.683521645806
44697996049720,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Linscott Charter,Pajaro Valley Unified,Santa Cruz,220 Elm Street,Watsonville,CA,No,1,K-8,K-8,40430.7701914038
56725530110502,Active,No,Traditional,Elementary,Public,Rancho Rosal Elementary,Pleasant Valley,Ventura,3535 Village at the Park Drive,Camarillo,CA,No,1,K-5,K-5,40285.63869040641
50712176052922,Active,No,Traditional,Elementary,Public,Grayson Elementary,Patterson Joint Unified,Stanislaus,301 Howard Road,Westley,CA,No,1,K-5,K-5,40060.278150321916
50710506052484,Active,No,Traditional,Elementary,Public,Chatom Elementary,Chatom Union,Stanislaus,7221 Clayton Road,Turlock,CA,No,1,K-5,K-5,39897.64350416162
50710430123679,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Cesar Chavez Junior High,Ceres Unified,Stanislaus,2701 Eastgate Boulevard,Ceres,CA,Yes,2,7-8,7-8,39851.14986700237
27738256026447,Active,No,Traditional,Elementary,Public,Prunedale Elementary,North Monterey County Unified,Monterey,17719 Pesante Road,Salinas,CA,No,1,K-6,K-6,39818.52571614768
50710430110734,Active,No,Traditional,Elementary,Public,La Rosa Elementary,Ceres Unified,Stanislaus,2800 Eastgate Boulevard,Ceres,CA,Yes,2,K-6,K-6,39791.93861353988
39686506042485,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Ripona Elementary,Ripon Unified,San Joaquin,415 East Oregon Street,Ripon,CA,No,1,K-8,K-8,39670.642555353035
27661592730109,Active,No,Traditional,High School,Public,Alisal High,Salinas Union High,Monterey,777 Williams Road,Salinas,CA,No,1,9-12,9-12,39591.3044402725
51714646053359,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Barry Elementary,Yuba City Unified,Sutter,1255 Barry Road,Yuba City,CA,No,1,K-8,K-8,39512.39279055124
40687596043053,Active,No,Traditional,Elementary,Public,Harloe Elementary,Lucia Mar Unified,San Luis Obispo,901 Fair Oaks Avenue,Arroyo Grande,CA,No,1,K-6,K-6,39444.99551391579
52714726053466,Active,No,Traditional,Elementary,Public,Antelope Elementary,Antelope Elementary,Tehama,22630 Antelope Boulevard,Red Bluff,CA,No,1,K-5,K-5,39233.63295626477
27661910107391,Active,No,Traditional,Elementary,Public,New Republic Elementary,Santa Rita Union Elementary,Monterey,636 Arcadia Way,Salinas,CA,No,1,K-5,K-5,39026.47385790335
27738256026413,Active,No,Traditional,Elementary,Public,Elkhorn Elementary,North Monterey County Unified,Monterey,2235 Elkhorn Road,Castroville,CA,No,1,K-6,K-6,38669.0414696305
