cds_code,school,district,enroll_total,pounds_0.25,pounds_1
33672156032536,Alcott Elementary,Riverside Unified,649,,3.783332692859893
39686766042576,Fillmore Elementary,Stockton Unified,621,,3.397683649967658
16747081690015,Kings County ROP,Kings County ROP,,,3.2398310006743123
33672156032635,Highland Elementary,Riverside Unified,613,,2.524550024437321
10621176005904,Sierra Vista Elementary,Clovis Unified,484,,2.3669085745609206
16639176113609,Martin Luther King Jr. Elementary,Hanford Elementary,608,,1.6894595178158343
54720580111740,Buena Vista Community Day,Pleasant View Elementary,,,1.0891656495818933
54720586054217,Pleasant View Elementary,Pleasant View Elementary,426,,1.0891656495818933
39686766042758,Roosevelt Elementary,Stockton Unified,357,,0.49332241978215485
16639251630169,Hanford West High,Hanford Joint Union High,1330,,0.3128528855828178
54722566054605,Green Acres Middle,Visalia Unified,716,,0.2335771801961325
39685856042097,George Washington Elementary,Lodi Unified,374,,0.18585967910683704
56725796055537,Santa Clara Elementary,Santa Clara Elementary,55,,0.011660844373078147
