cds_code,status,charter,ed_type,level,pb_prv_bie,school,district,county,street,city,state,stacked,stack_cnt,grades_offered,grades_served,pounds_chloropicrin_intersection
10621176005920,Active,No,Traditional,Elementary,Public,Temperance-Kutner Elementary,Clovis Unified,Fresno,1448 North Armstrong Avenue,Fresno,CA,No,1,K-6,K-6,184.92208058957337
43694846111785,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Brownell Middle,Gilroy Unified,Santa Clara,7800 Carmel Street,Gilroy,CA,No,1,6-8,6-8,183.00243781815024
54755316053987,Active,No,Traditional,Elementary,Public,Lincoln Elementary,Dinuba Unified,Tulare,850 North Eaton Avenue,Dinuba,CA,No,1,K-6,K-6,182.4175630924051
39685026041800,Active,No,Traditional,Elementary,Public,Farmington Elementary,Escalon Unified,San Joaquin,25233 East Highway 4,Farmington,CA,No,1,K-5,K-5,181.0412699842603
16639250118919,Active,No,Traditional,High School,Public,Sierra Pacific High,Hanford Joint Union High,Kings,1259 North 13th Avenue,Hanford,CA,No,1,9-12,9-12,172.02824337447748
57727026095368,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Winters Middle,Winters Joint Unified,Yolo,425 Anderson Avenue,Winters,CA,No,1,6-8,6-9,171.995783942984
50757395037700,Active,No,Traditional,High School,Public,Turlock High,Turlock Unified,Stanislaus,1600 East Canal Drive,Turlock,CA,No,1,9-12,9-12,170.94139055909034
10624141030824,Active,No,Community Day School,Intermediate/Middle/Junior High,Public,Community Day,Sanger Unified,Fresno,818 L Street,Sanger,CA,No,1,7-11,7-10,170.019696908093
50755720117689,Active,No,Continuation School,High School,Public,Sentinel High,Waterford Unified,Stanislaus,121 South Reinway Avenue,Waterford,CA,Yes,2,9-12,11-12,168.9359351356223
50755725030259,Active,No,Traditional,High School,Public,Waterford High,Waterford Unified,Stanislaus,121 South Reinway,Waterford,CA,Yes,2,9-12,9-12,168.9359351356223
54753250106021,Active,No,Traditional,Elementary,Public,Freedom Elementary,Farmersville Unified,Tulare,575 East Citrus,Farmersville,CA,No,1,4-6,4-6,168.03782212050106
39685856042055,Active,No,Traditional,Elementary,Public,Davis Elementary,Lodi Unified,San Joaquin,5224 East Morada Lane,Stockton,CA,No,1,K-6,K-6,158.4785057995058
50710436112338,Active,No,Traditional,Elementary,Public,Samuel Vaughn Elementary,Ceres Unified,Stanislaus,3618 Helen Perry Road,Ceres,CA,No,1,K-6,K-6,147.7865433018372
54722560139105,Active,No,Traditional,Elementary,Public,Denton Elementary,Visalia Unified,Tulare,2231 North Denton,Visalia,CA,No,1,K-6,K-6,145.70001674124302
50712330121525,Active,Yes,Traditional,Intermediate/Middle/Junior High,Public,Roberts Ferry Charter School Academy,Roberts Ferry Union Elementary,Stanislaus,101 Roberts Ferry Road,Waterford,CA,Yes,2,K-8,6-8,145.11512697679973
50712336053011,Active,No,Traditional,Elementary,Public,Roberts Ferry Union Elementary,Roberts Ferry Union Elementary,Stanislaus,101 Roberts Ferry Road,Waterford,CA,Yes,2,K-8,K-5,145.11512697679973
39685936042311,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,French Camp Elementary,Manteca Unified,San Joaquin,241 East Fourth Street,French Camp,CA,No,1,K-8,K-8,144.92451095717968
54722566054563,Active,No,Traditional,Elementary,Public,Elbow Creek Elementary,Visalia Unified,Tulare,32747 Road 138,Visalia,CA,No,1,P-6,K-6,143.5499999999994
54753256054084,Active,No,Traditional,Elementary,Public,J. E. Hester Elementary,Farmersville Unified,Tulare,477 East Ash Street,Farmersville,CA,No,1,K-1,K-1,143.2794024826503
50712900113795,Active,No,Traditional,Elementary,Public,Crossroads Elementary,Sylvan Union Elementary,Stanislaus,5800 Saxon Way,Riverbank,CA,No,1,K-5,K-5,143.25379392610955
40687590125328,Active,No,Traditional,High School,Public,Central Coast New Tech High,Lucia Mar Unified,San Luis Obispo,525 North Thompson Avenue,Nipomo,CA,Yes,2,9-12,9-12,140.99999999999886
40687594030268,Active,No,Traditional,Intermediate/Middle/Junior High - High Combination,Public,Nipomo High,Lucia Mar Unified,San Luis Obispo,525 North Thompson Road,Nipomo,CA,Yes,2,9-12,6-12,140.99999999999886
39685936120505,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,George Y. Komure Elementary,Manteca Unified,San Joaquin,2121 Henry Long Boulevard,Stockton,CA,No,1,K-8,K-8,140.42003938909937
11101161130103,Active,Yes,County Community School,Elementary - High Combination,Public,William Finch,Glenn County Office of Education,Glenn,607 East Tehama Street,Orland,CA,No,1,K-12,K-12,139.37808639115138
11101166077184,Active,No,Special Education School,Elementary - High Combination,Public,Glenn County Special Education,Glenn County Office of Education,Glenn,311 South Villa Avenue,Willows,CA,No,1,K-12,K-12,139.2115757308689
10624141036094,Active,No,Traditional,High School,Public,Sanger High,Sanger Unified,Fresno,1045 Bethel Avenue,Sanger,CA,No,1,9-12,9-12,133.99014062649243
16639170110981,Active,No,Traditional,Elementary,Public,Hamilton Elementary,Hanford Elementary,Kings,1269 Leland Way,Hanford,CA,No,1,K-6,K-6,133.6422139871306
15638426010243,Active,No,Traditional,Elementary,Public,Karl F. Clemens Elementary,Wasco Union Elementary,Kern,523 Broadway Avenue,Wasco,CA,No,1,K-5,K-5,132.1294808704402
50711676110068,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Evelyn Hanshaw Middle,Modesto City Elementary,Stanislaus,1725 Las Vegas Street,Modesto,CA,No,1,7-8,7-8,131.61697341723547
24656982430080,Active,No,Continuation School,High School,Public,Irwin High (Continuation),Hilmar Unified,Merced,20384 Geer Avenue,Hilmar,CA,Yes,5,9-12,10-12,130.91949033450146
24656982430106,Active,No,Alternative School of Choice,High School,Public,Colony Basic Skills Alternative High,Hilmar Unified,Merced,20384 Geer Avenue,Hilmar,CA,Yes,5,9-12,11-12,130.91949033450146
24656982432409,Active,No,Traditional,High School,Public,Hilmar High,Hilmar Unified,Merced,7807 North Lander Avenue,Hilmar,CA,Yes,5,9-12,9-12,130.91949033450146
24656986025464,Active,No,Traditional,Elementary,Public,Elim Elementary,Hilmar Unified,Merced,7677 North Lander Avenue,Hilmar,CA,Yes,5,K-5,K-5,130.91949033450146
24656986109458,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Hilmar Middle,Hilmar Unified,Merced,7528 North Scholar Way,Hilmar,CA,Yes,5,6-8,6-8,130.91949033450146
40687596043061,Active,No,Traditional,Elementary,Public,Nipomo Elementary,Lucia Mar Unified,San Luis Obispo,190 East Price Street,Nipomo,CA,No,1,K-6,K-6,129.86273448423518
10621580108977,Active,No,Community Day School,Intermediate/Middle/Junior High,Public,Fowler Academy Community Day (9-12),Fowler Unified,Fresno,975 East Adams Avenue,Fowler,CA,Yes,3,9-12,9-10,129.8182178789618
10621580126250,Active,No,Community Day School,Intermediate/Middle/Junior High,Public,Fowler Academy Community Day,Fowler Unified,Fresno,975 East Adams Avenue,Fowler,CA,Yes,3,K-8,8,129.8182178789618
10621586006050,Active,No,Traditional,Elementary,Public,Marshall Elementary,Fowler Unified,Fresno,142 North Armstrong Avenue,Fowler,CA,Yes,3,K-2,K-2,129.8182178789618
15634046009351,Active,Yes,Traditional,Intermediate/Middle/Junior High,Public,Cecil Avenue Math and Science Academy,Delano Union Elementary,Kern,1430 Cecil Avenue,Delano,CA,No,1,6-8,6-8,128.13198997204938
56725536055438,Active,No,Traditional,Elementary,Public,Las Posas Elementary,Pleasant Valley,Ventura,75 Calle La Guerra,Camarillo,CA,No,1,P-5,K-5,127.451017594881
10621581031954,Active,No,Continuation School,High School,Public,Fowler Academy Continuation,Fowler Unified,Fresno,975 E. Adams Avenue,Fowler,CA,No,1,7-12,11-12,126.39892895804722
33672156032692,Active,No,Traditional,Elementary,Public,Longfellow Elementary,Riverside Unified,Riverside,3610 Eucalyptus Avenue,Riverside,CA,No,1,P-6,K-6,125.68940431217233
54719020101303,Active,No,Community Day School,Intermediate/Middle/Junior High,Public,Earlimart Community Day,Earlimart Elementary,Tulare,599 East Sutter Avenue,Earlimart,CA,Yes,2,4-8,6-8,123.58397265637787
54719026054035,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Earlimart Middle,Earlimart Elementary,Tulare,599 South Sutter Street,Earlimart,CA,Yes,2,6-8,6-8,123.58397265637787
10622571033729,Active,No,Continuation School,High School,Public,Oasis Continuation High,Kingsburg Joint Union High,Fresno,2311 Sierra Street,Kingsburg,CA,No,1,9-12,10-12,122.81060094337715
06615986003495,Active,No,Traditional,Elementary,Public,James M. Burchfield Primary,Colusa Unified,Colusa,400 Fremont Street,Colusa,CA,No,1,K-3,K-3,122.50878333302813
11626616007611,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Willows Intermediate,Willows Unified,Glenn,1145 West Cedar Street,Willows,CA,Yes,2,6-8,6-8,120.52449091533532
11743851190016,Active,No,Regional Occupational Center/Program,High School,Public,Glenn County ROP,Glenn County ROP,Glenn,451 South Villa Avenue,Willows,CA,Yes,2,9-12,No Data,120.52449091533532
42692606045702,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Olga L. Reed Elementary,Orcutt Union Elementary,Santa Barbara,480 Centennial Street,Los Alamos,CA,No,1,K-8,K-8,119.15453575994201
39686766116115,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,San Joaquin Elementary,Stockton Unified,San Joaquin,2020 South Fresno Avenue,Stockton,CA,No,1,K-8,K-8,118.92969489668448
56725536055412,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Pleasant Valley School of Engineering and Arts,Pleasant Valley,Ventura,700 Temple Avenue,Camarillo,CA,No,1,P-8,K-8,118.70824026299474
50712820105700,Active,No,Traditional,Elementary,Public,Mary Lou Dieterich Elementary,Stanislaus Union Elementary,Stanislaus,2412 Warm Springs Drive,Modesto,CA,No,1,K-6,K-6,115.8140413483831
15638591536440,Active,No,Traditional,High School,Public,Wasco High,Wasco Union High,Kern,1900 Seventh Street,Wasco,CA,No,1,9-12,9-12,112.16864701935535
39686760100206,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,George W. Bush Elementary,Stockton Unified,San Joaquin,5420 Fred Russo Drive,Stockton,CA,No,1,K-8,K-8,109.48109351520408
50710436052468,Active,No,Traditional,Elementary,Public,Westport Elementary,Ceres Unified,Stanislaus,5218 South Carpenter,Modesto,CA,No,1,K-6,K-6,107.31340348488064
15638426010250,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Palm Avenue Middle,Wasco Union Elementary,Kern,1017 Palm Avenue,Wasco,CA,No,1,6-8,6-8,106.74208708134177
50710760101493,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Norman N. Glick Middle,Empire Union Elementary,Stanislaus,400 Frazine Road,Modesto,CA,No,1,7-8,7-8,105.06264380906406
39686760115303,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Valentine Peyton Elementary,Stockton Unified,San Joaquin,2525 Gold Brook Drive,Stockton,CA,No,1,K-8,K-8,98.45434896106103
37771560137323,Active,Yes,Traditional,Elementary - High Combination,Public,Vista Springs Charter,SBE - Vista Springs Charter,San Diego,700 East Bobier Avenue,Vista,CA,No,1,K-12,K-11,97.15730919973757
35103553530037,Active,No,Opportunity School,Intermediate/Middle/Junior High,Public,San Benito County Opportunity,San Benito County Office of Education,San Benito,191 Alvarado Street,Hollister,CA,Yes,2,7-9,8-9,96.05265000797219
35675383530029,Active,No,Continuation School,High School,Public,San Andreas Continuation High,San Benito High,San Benito,191 Alvarado Street,Hollister,CA,Yes,2,9-12,10-12,96.05265000797219
56725536055396,Active,No,Traditional,Elementary,Public,Camarillo Heights Elementary,Pleasant Valley,Ventura,35 Catalina Drive,Camarillo,CA,No,1,K-5,K-5,94.76883932347086
56725386055347,Active,No,Traditional,Elementary,Public,Marina West Elementary,Oxnard,Ventura,2501 Carob Street,Oxnard,CA,No,1,K-5,K-5,93.99109980859312
50755720117770,Active,No,Traditional,Elementary,Public,Lucille Whitehead Intermediate,Waterford Unified,Stanislaus,119 North Reinway Avenue,Waterford,CA,Yes,2,4-6,4-6,92.93700948312265
50755720118513,Active,No,Traditional,Elementary,Public,Richard M. Moon Primary,Waterford Unified,Stanislaus,319 North Reinway Avenue,Waterford,CA,Yes,2,K-3,K-3,92.93700948312265
50711676107023,Active,No,Traditional,Elementary,Public,Alberta Martone Elementary,Modesto City Elementary,Stanislaus,1413 Poust Road,Modesto,CA,No,1,K-6,K-6,90.76560858668428
56105610109900,Active,Yes,Traditional,High School,Public,Vista Real Charter High,Ventura County Office of Education,Ventura,"401 South A Street, Suite 3",Oxnard,CA,No,1,9-12,9-12,89.75847471902853
54720096054167,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Monson-Sultana Elementary,Monson-Sultana Joint Union Elementary,Tulare,10643 Avenue 416,Dinuba,CA,No,1,K-8,K-8,83.02130130962587
50712660133660,Active,No,Traditional,Elementary,Public,Mildred Perkins Elementary,Salida Union Elementary,Stanislaus,3920 Blue Bird Drive,Modesto,CA,Yes,3,K-5,K-5,82.0187668065025
50105040129023,Active,Yes,County Community School,High School,Public,Stanislaus Alternative Charter,Stanislaus County Office of Education,Stanislaus,1100 H Street,Modesto,CA,Yes,3,9-12,12,81.95949909434486
50712660120063,Active,Yes,Traditional,Elementary,Public,Independence Charter,Salida Union Elementary,Stanislaus,3920 Blue Bird Drive,Modesto,CA,Yes,3,K-8,K-5,81.95949909434486
16101651630102,Active,No,Juvenile Court School,Intermediate/Middle/Junior High - High Combination,Public,J. C. Montgomery,Kings County Office of Education,Kings,1450 Forum Drive,Hanford,CA,Yes,2,7-12,8-12,79.16644773947525
11626611130038,Active,No,Continuation School,High School,Public,Willows Community High,Willows Unified,Glenn,823 West Laurel Street,Willows,CA,No,1,10-12,10-12,78.49794476643709
10739656006662,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Houghton-Kearney Elementary,Central Unified,Fresno,8905 West Kearney Boulevard,Fresno,CA,No,1,K-8,K-8,76.60668167196985
24657892433605,Active,No,Traditional,High School,Public,Livingston High,Merced Union High,Merced,1617 Main Street,Livingston,CA,No,1,9-12,9-12,74.66922631194363
10622406006704,Active,Yes,Traditional,Elementary,Public,Lincoln Elementary,Kingsburg Elementary Charter,Fresno,1900 Mariposa Street,Kingsburg,CA,No,1,2-3,2-3,73.12701568190572
50712826067250,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Prescott Junior High,Stanislaus Union Elementary,Stanislaus,2243 West Rumble Road,Modesto,CA,No,1,7-8,7-8,71.76514769598263
43695836109375,Active,No,Traditional,Elementary,Public,El Toro Health Science Academy,Morgan Hill Unified,Santa Clara,455 East Main Avenue,Morgan Hill,CA,No,1,K-5,K-5,70.78841389015977
54722565435839,Active,No,Continuation School,High School,Public,Sequoia High,Visalia Unified,Tulare,901 North Mooney Boulevard,Visalia,CA,Yes,2,9-12,10-12,69.54576291558662
58727516056840,Active,No,Traditional,Elementary,Public,Wheatland Elementary,Wheatland,Yuba,111 Hooper Street,Wheatland,CA,No,1,K-3,K-3,69.40322946202838
10624146007132,Active,No,Traditional,Elementary,Public,Jackson Elementary,Sanger Unified,Fresno,1810 Third Street,Sanger,CA,No,1,P-6,K-6,68.40381693352394
11101160124909,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Walden Academy,Glenn County Office of Education,Glenn,1149 West Wood Street,Willows,CA,No,1,K-8,K-8,68.30323788174324
57726786066245,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Ralph Waldo Emerson Junior High,Davis Joint Unified,Yolo,2121 Calaveras Avenue,Davis,CA,No,1,7-9,7-9,63.73873121936645
54720826114672,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Richgrove Elementary,Richgrove Elementary,Tulare,20812 Grove Drive,Richgrove,CA,No,1,K-8,K-8,62.098610234988556
54722566054720,Active,No,Traditional,Elementary,Public,Washington Elementary,Visalia Unified,Tulare,500 South Garden,Visalia,CA,No,1,K-8,K-6,60.73837199969619
50710430123679,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Cesar Chavez Junior High,Ceres Unified,Stanislaus,2701 Eastgate Boulevard,Ceres,CA,Yes,2,7-8,7-8,60.723958309984155
50710430110734,Active,No,Traditional,Elementary,Public,La Rosa Elementary,Ceres Unified,Stanislaus,2800 Eastgate Boulevard,Ceres,CA,Yes,2,K-6,K-6,60.603840472075284
10621176005847,Active,No,Traditional,Elementary,Public,Cole Elementary,Clovis Unified,Fresno,615 West Stuart Avenue,Clovis,CA,No,1,K-6,K-6,59.39999999999989
10621660114553,Active,Yes,Traditional,High School,Public,University High,Fresno Unified,Fresno,2611 East Matoian M/S UH134,Fresno,CA,No,1,9-12,9-12,58.39340548468217
37684523730728,Active,No,Traditional,High School,Public,Rancho Buena Vista High,Vista Unified,San Diego,1601 Longhorn Drive,Vista,CA,No,1,9-12,9-12,54.921482169354064
50710430107128,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Whitmore Charter School of Art & Technology,Ceres Unified,Stanislaus,3435 Don Pedro Road,Ceres,CA,Yes,2,K-8,K-8,53.19959126920975
50710430107136,Active,Yes,Traditional,High School,Public,Whitmore Charter High,Ceres Unified,Stanislaus,3435 Don Pedro Road,Ceres,CA,Yes,2,9-12,9-12,53.19959126920975
16101656069298,Active,No,Special Education School,Elementary - High Combination,Public,Kings County Special Education,Kings County Office of Education,Kings,959 Katie Hammond Lane,Hanford,CA,Yes,3,P-12,K-12,52.535419539291944
16639176010409,Active,No,Traditional,Elementary,Public,Lee Richmond Elementary,Hanford Elementary,Kings,939 Katie Hammond Street,Hanford,CA,Yes,3,K-6,K-6,52.535419539291944
16639176112379,Active,No,Traditional,Intermediate/Middle/Junior High,Public,John F. Kennedy Junior High,Hanford Elementary,Kings,1000 East Florinda Street,Hanford,CA,Yes,3,7-8,7-8,52.535419539291944
11626611132851,Active,No,Traditional,High School,Public,Willows High,Willows Unified,Glenn,203 North Murdock Avenue,Willows,CA,No,1,9-12,9-12,51.16556085586146
54722566116909,Active,Yes,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Charter Home School Academy,Visalia Unified,Tulare,211 West Tulare Avenue,Visalia,CA,No,1,K-8,K-8,50.45087387235933
50710436052443,Active,No,Traditional,Elementary,Public,Don Pedro Elementary,Ceres Unified,Stanislaus,2300 Don Pedro Road,Ceres,CA,No,1,K-6,K-6,49.5036752571233
43695836047914,Active,No,Traditional,Elementary,Public,Nordstrom Elementary,Morgan Hill Unified,Santa Clara,1425 East Dunne Avenue,Morgan Hill,CA,No,1,K-5,K-5,47.53565072436117
57726786110894,Active,No,Traditional,Elementary,Public,Patwin Elementary,Davis Joint Unified,Yolo,2222 Shasta Drive,Davis,CA,No,1,K-6,K-6,43.20865881675903
50710766111892,Active,No,Traditional,Elementary,Public,Alice N. Stroud Elementary,Empire Union Elementary,Stanislaus,815 Frazine Road,Modesto,CA,No,1,K-6,K-6,41.66143700943939
50710506052492,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Mountain View Middle,Chatom Union,Stanislaus,10001 Crows Landing Road,Turlock,CA,No,1,6-8,6-8,39.18488632100769
27661756026637,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,San Ardo Elementary,San Ardo Union Elementary,Monterey,62428 Center Street,San Ardo,CA,No,1,K-8,K-8,39.144772072401345
50710430127613,Active,No,Traditional,Elementary,Public,Lucas Elementary,Ceres Unified,Stanislaus,3500 Rose Avenue,Ceres,CA,No,1,K-6,K-6,38.807410102800134
15634046111355,Active,No,Traditional,Elementary,Public,Princeton Street Elementary,Delano Union Elementary,Kern,1959 Princeton Street,Delano,CA,No,1,K-5,K-5,37.35083801438981
10621586006027,Active,No,Traditional,Elementary,Public,Fremont Elementary,Fowler Unified,Fresno,306 East Tuolumne Street,Fowler,CA,No,1,3-5,3-5,31.669063251338727
54719856054134,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Liberty Elementary,Liberty Elementary,Tulare,1771 East Pacific Avenue,Tulare,CA,No,1,K-8,K-8,28.564500777402042
39686766115422,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Rio Calaveras Elementary,Stockton Unified,San Joaquin,1819 East Bianchi Road,Stockton,CA,No,1,K-8,K-8,28.182460404279528
50711676052799,Active,No,Traditional,Elementary,Public,Robertson Road Elementary,Modesto City Elementary,Stanislaus,1821 Robertson Road,Modesto,CA,Yes,2,K-6,K-6,27.982250174598228
50711676105670,Active,No,Traditional,Elementary,Public,Harriette Kirschen Elementary,Modesto City Elementary,Stanislaus,1900 Kirschen Drive,Modesto,CA,Yes,2,K-6,K-6,27.982250174598228
43104390131748,Active,Yes,Traditional,Elementary,Public,Voices College-Bound Language Academy at Morgan Hill,Santa Clara County Office of Education,Santa Clara,610 Jarvis Drive,Morgan Hill,CA,No,1,K-8,K-5,27.551770506997475
06615986057152,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,George T. Egling Middle,Colusa Unified,Colusa,813 Webster Street,Colusa,CA,No,1,4-8,4-8,26.10492723883066
39686766042519,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,August Elementary,Stockton Unified,San Joaquin,2101 Sutro Avenue,Stockton,CA,No,1,K-8,K-8,25.933687432065895
11626616007603,Active,No,Traditional,Elementary,Public,Murdock Elementary,Willows Unified,Glenn,655 West French Street,Willows,CA,No,1,K-5,K-5,24.291862048564887
50755560118810,Active,No,Traditional,Elementary,Public,Mesa Verde Elementary,Riverbank Unified,Stanislaus,4850 Mesa Drive,Oakdale,CA,No,1,K-5,K-5,23.906874514667393
57726786056303,Active,No,Traditional,Elementary,Public,Robert E. Willett Elementary,Davis Joint Unified,Yolo,1207 Sycamore Lane,Davis,CA,No,1,K-6,K-6,22.767144059535827
16639176010433,Active,No,Traditional,Elementary,Public,Roosevelt Elementary,Hanford Elementary,Kings,870 Davis Street,Hanford,CA,No,1,K-6,K-6,17.104206169920634
50710430133827,Active,No,Special Education School,High School,Public,Ceres Special Education,Ceres Unified,Stanislaus,2503 Lawrence Street,Ceres,CA,Yes,3,K-12,12,16.06009727929479
50710435030200,Active,No,Continuation School,High School,Public,Argus High (Continuation),Ceres Unified,Stanislaus,2555 Lawrence Street,Ceres,CA,Yes,3,9-12,10-12,16.06009727929479
50710436052450,Active,No,Traditional,Elementary,Public,Walter White Elementary,Ceres Unified,Stanislaus,2904 Sixth Street,Ceres,CA,Yes,3,K-6,K-6,16.06009727929479
16638756010284,Active,No,Traditional,Intermediate/Middle/Junior High,Public,Parkview Middle,Armona Union Elementary,Kings,11075 C Street,Armona,CA,No,1,5-8,5-8,15.08230395786969
06615980630012,Active,No,Continuation School,High School,Public,Colusa Alternative High (Continuation),Colusa Unified,Colusa,901 Colus Avenue,Colusa,CA,No,1,9-12,10-12,14.531561074634201
33672156059158,Active,No,Traditional,Intermediate/Middle/Junior High,Public,University Heights Middle,Riverside Unified,Riverside,1155 Massachusetts Avenue,Riverside,CA,No,1,7-8,7-8,13.897808590635208
15638591530351,Active,No,Continuation School,High School,Public,Wasco Independence High,Wasco Union High,Kern,1445 Poso Drive,Wasco,CA,No,1,9-12,9-12,13.754567153570273
50710506052484,Active,No,Traditional,Elementary,Public,Chatom Elementary,Chatom Union,Stanislaus,7221 Clayton Road,Turlock,CA,No,1,K-5,K-5,13.517766700000013
39685850122879,Active,No,Community Day School,High School,Public,Walter J. Katnich Community Day,Lodi Unified,San Joaquin,13451 North Extension Road,Lodi,CA,Yes,4,7-12,9-12,12.444689144507606
39685850132837,Active,No,Alternative School of Choice,Intermediate/Middle/Junior High,Public,Henderson,Lodi Unified,San Joaquin,13451 North Extension Road,Lodi,CA,Yes,4,7-8,7-8,12.444689144507606
39685853930344,Active,No,Alternative School of Choice,Elementary - High Combination,Public,Independence,Lodi Unified,San Joaquin,13451 North Extension Road,Lodi,CA,Yes,4,K-12,2-12,12.444689144507606
39685850139261,Active,No,Alternative School of Choice,Intermediate/Middle/Junior High,Public,Valley Robotics Academy,Lodi Unified,San Joaquin,13451 North Extension Road,Lodi,CA,Yes,4,K-12,7-9,12.444688760207084
50105040131235,Active,No,County Community School,Intermediate/Middle/Junior High - High Combination,Public,John B Allard,Stanislaus County Office of Education,Stanislaus,3113 Mitchell Road,Ceres,CA,No,1,6-12,6-12,11.029627863963926
56725386055271,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Driffill Elementary,Oxnard,Ventura,910 South E Street,Oxnard,CA,No,1,K-8,K-8,10.940660454112473
37735516037782,Active,No,Traditional,Elementary,Public,Jefferson Elementary,Carlsbad Unified,San Diego,3743 Jefferson Street,Carlsbad,CA,No,1,K-5,K-5,10.470143850687995
06100660630111,Active,No,County Community School,Intermediate/Middle/Junior High - High Combination,Public,S. William Abel Academy,Colusa County Office of Education,Colusa,499 Margurite Street Suite B,Williams,CA,No,1,7-12,7-12,10.184868504600844
57726786056295,Active,No,Traditional,Elementary,Public,Cesar Chavez Elementary,Davis Joint Unified,Yolo,1221 Anderson Road,Davis,CA,No,1,K-6,K-6,9.864898246317964
52714726053466,Active,No,Traditional,Elementary,Public,Antelope Elementary,Antelope Elementary,Tehama,22630 Antelope Boulevard,Red Bluff,CA,No,1,K-5,K-5,8.909518429374561
10621170123869,Active,No,Traditional,Elementary,Public,Roger S. Oraze Elementary,Clovis Unified,Fresno,3468 North Armstrong Avenue,Fresno,CA,No,1,K-6,K-6,8.297219443992445
50711755030135,Active,No,Traditional,High School,Public,Peter Johansen High,Modesto City High,Stanislaus,641 Norseman Drive,Modesto,CA,No,1,9-12,9-12,8.245312870982492
50755565036850,Active,No,Traditional,High School,Public,Riverbank High,Riverbank Unified,Stanislaus,6200 Claus Road,Riverbank,CA,No,1,9-12,9-12,7.856559244727968
10621176005938,Active,No,Traditional,Elementary,Public,Weldon Elementary,Clovis Unified,Fresno,150 DeWitt Avenue,Clovis,CA,No,1,K-6,K-6,7.212779377913959
50710430109090,Active,No,Traditional,Elementary,Public,Sinclear Elementary,Ceres Unified,Stanislaus,1211 Hackett Road,Ceres,CA,No,1,K-6,K-6,7.092191278000827
06615980631259,Active,No,Traditional,High School,Public,Colusa High,Colusa Unified,Colusa,901 Colus Avenue,Colusa,CA,No,1,9-12,9-12,6.479741031870573
37684376040562,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Vallecitos Elementary,Vallecitos Elementary,San Diego,5211 Fifth Street,Rainbow,CA,No,1,K-8,K-8,6.4543039557074335
39685933932001,Active,No,Traditional,High School,Public,East Union High,Manteca Unified,San Joaquin,1700 North Union Road,Manteca,CA,Yes,2,9-12,9-12,6.101437244918514
39685936104533,Active,No,Traditional,Elementary - Intermediate/Middle/Junior High Combination,Public,Neil Hafley Elementary,Manteca Unified,San Joaquin,849 Northgate Avenue,Manteca,CA,Yes,2,K-8,K-8,6.101437244918514
50712826098297,Active,No,Traditional,Elementary,Public,George Eisenhut Elementary,Stanislaus Union Elementary,Stanislaus,1809 Sheldon Drive,Modesto,CA,No,1,K-6,K-6,5.825904871079441
50711676052773,Active,No,Traditional,Elementary,Public,James Marshall Elementary,Modesto City Elementary,Stanislaus,515 Sutter Avenue,Modesto,CA,No,1,K-6,K-6,5.756275725432582
39685850108209,Active,No,Traditional,Elementary,Public,Ellerth E. Larson Elementary,Lodi Unified,San Joaquin,2375 Giannoni Way,Lodi,CA,No,1,K-6,K-6,5.708797760711629
50755560112573,Active,No,Continuation School,High School,Public,Adelante High,Riverbank Unified,Stanislaus,6801 Seventh Street,Riverbank,CA,Yes,2,10-12,10-12,5.621159486585702
